smiles,solubility,lipophilicity,bbbp,hiv,molecular_weight,formula,logp,logd,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,saturated_rings,heteroatoms,fluorine_count,fluorine_percentage,carbon_count,oxygen_count,sulfur_count,nitrogen_count,hydrogen_count,amide_bonds,ester_bonds,ether_bonds,sulfonamides,sulfones,fraction_csp3,spiro_atoms,bridgehead_atoms,drug_likeness,bioaccumulation_potential,environmental_persistence,toxicity_risk,error
CNC1=CC=C(C=C1)[N+]([O-])=O,0.4326989851909242,-0.04479244181450377,0.86,0.0,152.058577496,C7H8N2O2,1.6364999999999998,42.64310000000002,55.169999999999995,1.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,4.0,1.0,0.0,0.0,
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,1.4332037031312164,-1.292654095762865,0.78,0.02,972.3169405200002,C36H60O30,-13.054800000000023,195.80039999999966,474.9000000000001,18.0,30.0,6.0,0.0,22.0,30.0,0.0,0.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,1.0,1.0,2.0,
CC(C)C1=CC=C(C=C1)C(C)C,-0.31032632611723154,0.37912533642363544,0.92,0.0,162.140850576,C12H18,3.9334000000000033,54.62000000000005,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,2.0,0.0,0.0,
CC(=O)C1=CC=C(C=C1)[N+]([O-])=O,0.4880381657870484,-0.240421186763046,0.83,0.0,165.042593084,C8H7NO3,1.7973999999999997,43.10090000000002,60.21,0.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,4.0,1.0,0.0,0.0,
ClC(=O)C1=CC=C(C=C1)C(Cl)=O,-0.600884079793899,0.11605323479460627,0.93,0.0,201.958834728,C8H4Cl2O2,2.4446000000000003,46.80900000000001,34.14,0.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
OC(=O)C1=CC=C(C=C1)C(O)=O,0.04682101040072137,-0.4910479703623698,0.96,0.0,166.026608672,C8H6O4,1.083,40.360600000000005,74.6,2.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
CN(C)C1=CC=C(C=C1)N(C)C,-0.5812205787556198,-0.011910163408259398,0.98,0.01,164.131348512,C10H16N2,1.8186,55.09600000000004,6.48,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.0,1.0,0.0,0.0,
CCCCCCCC(OC)OC,-1.7758279710231124,-0.37711156940368695,0.93,0.01,174.161979944,C10H22O2,2.9658000000000015,51.18200000000004,18.46,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
[Ba++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,1.3503243283314408,-1.353090891010798,0.9,0.0,261.88088292,BaN2O6,-0.8590000000000002,26.476800000000004,132.4,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC(C=CC2=CC=CC=C2Cl)=C1,-0.5169554203012479,0.14267816823831206,0.81,0.01,455.18950335200003,C26H31Cl2N3,7.634400000000007,137.23969999999994,28.16,1.0,3.0,10.0,3.0,0.0,5.0,0.0,0.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.0,0.0,3.0,3.0,2.0,1.0,
Cl[Nd](Cl)Cl,0.8425740538541183,-1.5091776555974001,0.985,0.0,246.81428133999998,Cl3Nd,2.0685000000000002,17.558999999999997,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O,0.3038251804679198,-0.07634277982960906,0.89,0.0,168.017106608,C6H4N2O4,1.503,39.75080000000001,86.28,0.0,4.0,2.0,1.0,0.0,6.0,0.0,0.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
Cl[Dy](Cl)Cl,0.85607830079833,-0.3852697042994135,0.99,0.0,268.83573284,Cl3Dy,2.0685000000000002,17.558999999999997,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
Cl[In](Cl)Cl,0.8629480570835392,-1.4321332285974535,0.94,0.0,219.81043604,Cl3In,1.6877,23.313000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
ClP(Cl)(Cl)=O,1.2322868583514746,-1.3756506313857146,0.95,0.0,151.87523429,Cl3OP,2.8108999999999997,25.165499999999998,17.07,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
Cl[Sb](Cl)Cl,0.8638420664631212,-1.4219355599777952,0.99,0.0,225.81037374,Cl3Sb,1.6877,23.313000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
ClP(Cl)(Cl)(Cl)Cl,0.2649028352684355,-1.4144433952776385,0.95,0.0,205.81802503,Cl5P,4.308699999999999,36.185,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,
O.O.O.O.O.O.O.[Co++].[O-]S([O-])(=O)=O,1.4243012518355886,-1.257024690299896,0.895,0.0,280.958877268,H14CoO11S,-7.113399999999995,35.7712,300.76,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,
CCCCCCCCCCCl,-0.3651349267106366,-0.6674745746719916,0.93,0.0,176.133178352,C10H21Cl,4.365900000000004,53.33000000000005,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,
OCCC1=CC=C(C=C1)[N+]([O-])=O,0.7214028457330902,0.16362293088897306,0.82,0.0,167.058243148,C8H9NO3,1.1296,43.886200000000024,63.37,1.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,4.0,1.0,0.0,0.0,
CCCCCCCCCCCCCCC(O)=O,-0.38457822761000343,-0.8265720795177312,0.53,0.0,242.2245802,C15H30O2,5.162200000000004,73.33080000000007,37.3,1.0,1.0,13.0,0.0,0.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,3.0,2.0,1.0,1.0,
Cl.CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,-0.2523615811326502,-0.2862066377084495,0.6423333333333333,0.04,622.255812648,C33H39ClN4O6,4.512900000000005,167.19379999999956,114.19999999999999,1.0,9.0,4.0,3.0,2.0,11.0,0.0,0.0,33.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5151515151515151,0.0,0.0,3.0,3.0,2.0,2.0,
CCOC1=CC=C(C=C1)[N+]([O-])=O,0.1091914963453828,-0.0709525835592184,0.73,0.0,167.058243148,C8H9NO3,1.9934999999999996,44.26540000000002,52.37,0.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,4.0,1.0,0.0,0.0,
[K+].CC1=CC=CN2C(=O)C(=CN=C12)C1=NN=N[N-]1,0.6237440842950694,-0.4719290759978955,0.82,0.08,266.031840524,C10H7KN6O,-3.1838799999999985,58.34,87.14000000000001,0.0,6.0,1.0,3.0,0.0,8.0,0.0,0.0,10.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,
CCCCCC\C=C\CCCCCCCC(O)=O,-0.34563298322290126,-0.8792114737258706,0.56,0.03,254.2245802,C16H30O2,5.328300000000005,77.85380000000006,37.3,1.0,1.0,13.0,0.0,0.0,2.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,3.0,2.0,1.0,1.0,
CCCCCCOC(=O)C(C)CC,-0.5253218172876365,-0.06235740572264947,0.94,0.0,186.161979944,C11H22O2,3.1560000000000015,54.55600000000005,26.3,0.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,4.0,2.0,0.0,0.0,
NN.OS(O)(=O)=O,1.4935258096903792,-1.328699732598064,0.9275,0.0,130.004827672,H6N2O4S,-1.8339999999999996,22.552200000000006,126.63999999999999,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,
CCN(CC)CCN,0.8031435349020284,-1.358418652575354,0.91,0.0,116.13134851199999,C6H16N2,0.28690000000000004,36.842399999999984,29.259999999999998,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
CCN(CC)CCO,1.194112657843325,-1.4570654877940865,0.98,0.0,117.1153641,C6H15NO,0.32050000000000006,34.87379999999999,23.47,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
BrCC1=CC=CC=C1,-0.21117598060906562,0.14808917607731437,0.9520000000000001,0.0,169.973112324,C7H7Br,2.5815,39.07300000000002,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,4.0,1.0,0.0,0.0,
[NH3+]O.[NH3+]O.[O-]S([O-])(=O)=O,1.4345980440758623,-1.3080546565354099,0.875,0.01,164.010306976,H8N2O6S,-4.103,19.823800000000006,176.0,4.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,
C=CC1CCC=CC1,0.31227356910496984,-1.2133203962156476,0.91,0.0,108.093900384,C8H12,2.5287000000000006,36.678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,1.0,0.0,0.0,
[Na+].[Na+].[O-]S(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS([O-])(=O)=O)C=C1)C1=CC=CC=N1,0.6502632256809855,-0.19751605691348065,0.72,0.04,480.98779693599994,C18H13NNa2O8S2,-4.052199999999994,98.71640000000002,145.75,0.0,9.0,7.0,3.0,0.0,13.0,0.0,0.0,18.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,4.0,1.0,2.0,2.0,
CCC1=CC=CC=C1,-0.25318971613689467,0.0667159428061653,1.0,0.0,106.07825032,C8H10,2.2490000000000006,35.82,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,4.0,1.0,0.0,0.0,
C=CC1=CC=CC=C1,0.19772508836163552,-0.5898335493718465,0.88,0.02,104.062600256,C8H8,2.3296,36.53300000000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
CCCCCC(CO)CCC,0.670030243594796,-0.8198985031829619,0.92,0.01,158.167065324,C10H22O,2.9753000000000016,49.62580000000003,20.23,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,
OB(O)O,1.2859516198765188,-1.4857854524780212,0.91,0.0,62.017524355999996,H3BO3,-2.0518,12.4104,60.69,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
[Cl-].[Cl-].[Ca++],1.0656999737476835,-1.4929723808385424,0.99,0.0,109.90029634,CaCl2,-6.3728,5.754,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
C=CC1=CC=NC=C1,1.3065508059195943,-0.14901677742113129,0.88,0.02,105.057849224,C7H7N,1.7246000000000001,34.328,12.89,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
ClCC1=CC=CC=C1,0.1193675188975371,0.389690676088764,0.99,0.0,126.023627904,C7H7Cl,2.4254000000000007,35.99900000000001,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,4.0,1.0,0.0,0.0,
NCC1=CC=CC=C1,-0.04080131942336097,-0.8200677706076692,0.98,0.02,107.073499288,C7H9N,1.1453,34.333400000000005,26.02,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,4.0,1.0,0.0,0.0,
N#CC1=CC=CC=C1,0.7021204750092644,0.03834283759908951,0.98,0.0,103.04219916,C7H5N,1.5582799999999999,31.156999999999996,23.79,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
N#CC1=CC=NC=C1,1.3224453516260573,-0.03366518979686328,0.96,0.0,104.037448128,C6H4N2,0.9532799999999999,28.951999999999998,36.68,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
Cl.Cl.CC1=C(O)C(CO)=C(CSSCC2=C(CO)C(O)=C(C)N=C2)C=N1,0.9491305612752413,-1.1024641074114738,0.958,0.0,440.039804544,C16H22Cl2N2O4S2,3.4144400000000026,110.2092,106.7,4.0,8.0,7.0,2.0,0.0,10.0,0.0,0.0,16.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,4.0,3.0,2.0,1.0,
O=CC1CCC=CC1,1.0259353776063822,-1.172030244090338,0.89,0.0,110.07316494,C7H10O,1.5415999999999999,32.54499999999999,17.07,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,4.0,1.0,0.0,0.0,
OCC1=CC=CC=C1,0.9683941107489714,-0.03983928848495557,0.93,0.0,108.057514876,C7H8O,1.1789,32.364799999999995,20.23,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,4.0,1.0,0.0,0.0,
[Cl-].CC[N+](C)(CC)CC,0.6718935473543459,-1.4725492948410774,0.9079999999999999,0.0,151.112777256,C7H18ClN,-1.5032999999999979,37.807399999999994,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,
O=CC1=CC=CC=C1,0.2731653640607823,-0.6713316520546647,0.89,0.0,106.041864812,C7H6O,1.4990999999999999,31.829499999999992,17.07,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
SCC1=CC=CC=C1,-0.16265479786038475,0.0066953789304636645,0.9,0.0,124.034671256,C7H8S,2.1163999999999996,39.13200000000002,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,4.0,1.0,1.0,1.0,
N#CC1=CN=CC=C1,1.4105993817653641,-0.1498769889237419,0.98,0.0,104.037448128,C6H4N2,0.9532799999999999,28.951999999999998,36.68,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
OCC1=CC=CN=C1,1.0371246107887298,-0.01573949203278406,0.32,0.0,109.052763844,C6H7NO,0.5739,30.159799999999994,33.120000000000005,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,4.0,0.0,0.0,0.0,
Cl[Hg]C1=CC=CC=C1,0.055662292633534734,-0.13652983625420312,0.95,0.0,313.97862084,C6H5ClHg,1.5482,31.929,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,
ClC\C=C/Cl,0.7207111647920453,-1.3088871192798721,0.92,0.0,109.969005488,C3H4Cl2,1.9777,25.712999999999994,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,4.0,1.0,0.0,0.0,
CNC1=CC=CC=C1,0.6230429927289753,0.020056405979076857,0.9314999999999999,0.0,107.073499288,C7H9N,1.7283,35.98870000000001,12.03,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,4.0,1.0,0.0,0.0,
NNC1=CC=CC=C1,0.8060937658546484,-0.8236445855330407,0.8414999999999999,0.0,108.06874825599999,C6H8N2,0.9722000000000002,34.25210000000001,38.05,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
ON=C1CCCCC1,0.2553772213446143,-0.7448103636325004,0.77,0.0,113.084063972,C6H11NO,1.7807,32.30649999999999,32.59,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,4.0,1.0,0.0,0.0,
ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,-0.8336982381746187,-0.39043097331507715,0.84,0.025,310.123676288,C19H19ClN2,4.018900000000002,91.22270000000003,24.92,1.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,4.0,2.0,2.0,0.0,
ONC1=CC=CC=C1,0.32664594620988113,-0.09707110216670996,0.9235,0.0,109.052763844,C6H7NO,1.4876999999999998,31.8512,32.26,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
OC(=O)CCC(O)=O.C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1,0.4356633320811174,-1.0273065959656402,0.86,0.02,380.173607248,C22H24N2O4,2.9301000000000013,106.58130000000004,98.99,3.0,4.0,6.0,2.0,1.0,6.0,0.0,0.0,22.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,4.0,1.0,1.0,0.0,
C=CC1=CC=CC=N1,1.1630999429968776,-0.3200878714080482,0.88,0.0,105.057849224,C7H7N,1.7246,34.328,12.89,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,
N#CC1=NC=CC=C1,0.043880190073149014,4.9551353842953175e-05,0.89,0.0,104.037448128,C6H4N2,0.9532799999999999,28.951999999999998,36.68,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
